date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:09	1274415/1274415	---M--	200	added ('OK')	application/pdf	etag:%2213722f-52e205d5165c0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/2-MacGillivray-Observations_from_Industry.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/2-MacGillivray-Observations_from_Industry.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
16:53:09	1202/1202	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:23:08%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2021/)
16:53:59	301522/301522	---M--	200	added ('OK')	application/pdf	etag:%22499d2-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/5-Kalman-Choosing_Components.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/5-Kalman-Choosing_Components.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
16:53:59	1202/1202	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:23:58%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2021/)
16:55:26	2177868/2177868	---M--	200	added ('OK')	application/pdf	etag:%22213b4c-52e205d422380%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/1-Brooks-DNEPR_launch.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/1-Brooks-DNEPR_launch.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
16:55:26	1202/1202	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:25:25%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2021/)
16:57:23	2429525/2429525	---M--	200	added ('OK')	application/pdf	etag:%22251255-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/4-Narheim-AIS_Detection_Probability.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/4-Narheim-AIS_Detection_Probability.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
16:57:24	1202/1202	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:27:23%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2021/)
16:57:36	2542903/2542903	---M--	200	added ('OK')	application/pdf	etag:%2226cd37-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/3-Marthinussen-Norwegian_Satellite_Program.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/3-Marthinussen-Norwegian_Satellite_Program.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
16:57:37	5835/5835	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:27:36%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/posters/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/posters/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2021/)
16:59:03	1333425/1333425	---M--	200	added ('OK')	application/pdf	etag:%221458b1-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/6-Bruninga-RAFT.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/6-Bruninga-RAFT.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
16:59:04	1413/1413	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:29:03%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/presentations/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/presentations/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2021/)
17:01:23	995967/995967	---M--	200	added ('OK')	application/pdf	etag:%22f327f-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/7-Klumpar-Dnepr_Launch_Perspectives.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/7-Klumpar-Dnepr_Launch_Perspectives.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:01:24	1208/1208	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:31:22%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2023/)
17:02:13	2573773/2573773	---M--	200	added ('OK')	application/pdf	etag:%222745cd-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/6-Bruninga-ParkinsonSAT.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/6-Bruninga-ParkinsonSAT.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:02:14	1208/1208	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:32:12%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2023/)
17:02:27	1321872/1321872	---M--	200	added ('OK')	application/pdf	etag:%22142b90-52e205d60a800%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/8-Chandler-KySat_Status_and_Direction.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/8-Chandler-KySat_Status_and_Direction.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:02:28	1208/1208	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:32:27%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2023/)
17:03:25	747517/747517	---M--	200	added ('OK')	application/pdf	etag:%22b67fd-52e205d422380%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/10-Yuan-KatySat_Make_Space_Fun.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/10-Yuan-KatySat_Make_Space_Fun.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:03:25	1208/1208	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:33:24%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2023/)
17:05:22	903543/903543	---M--	200	added ('OK')	application/pdf	etag:%22dc977-52e205d422380%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/11-Deems-Risk_Management.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/11-Deems-Risk_Management.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:05:24	11329/11329	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:35:23%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/presentations/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/presentations/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2023/)
17:06:44	871621/871621	---M--	200	added ('OK')	application/pdf	etag:%22d4cc5-52e205d5165c0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/13-Ridenoure-RocketPod.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/13-Ridenoure-RocketPod.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:06:45	3223/3223	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:36:44%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/recordings/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/recordings/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2023/)
17:11:28	2402097/2402097	---M--	200	added ('OK')	application/pdf	etag:%2224a731-52e205d5165c0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/14-Leach-Launch_Integration_and_Opportunities.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/14-Leach-Launch_Integration_and_Opportunities.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:11:29	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:28%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=N;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/indexb70a.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=N;O=D)
17:11:30	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:29%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=M;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/index72c9.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=M;O=A)
17:11:31	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:29%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=S;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/index5851.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=S;O=A)
17:11:31	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:30%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=D;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/indexad3f.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=D;O=A)
17:11:32	3649/3649	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:31%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
17:11:33	3649/3649	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:31%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
17:11:33	3649/3649	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:32%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
17:11:34	3649/3649	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:33%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
17:11:35	3665/3665	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:33%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Summer/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/)
17:11:35	3665/3665	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:34%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Summer/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/)
17:11:36	3665/3665	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:41:35%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Summer/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/)
17:13:36	3728863/3728863	---M--	200	added ('OK')	application/pdf	etag:%2238e5df-52e205d5165c0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/12-Kekez-NLSX_Launch_Program.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/12-Kekez-NLSX_Launch_Program.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:13:36	3665/3665	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:43:35%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Summer/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/)
17:14:07	5081188/5081188	---M--	200	added ('OK')	application/pdf	etag:%224d8864-52e205d6fea40%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/9-Ubbels-Delfi_C3.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/9-Ubbels-Delfi_C3.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:14:08	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:44:07%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=N;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/indexb70a.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=N;O=D)
17:17:00	3814373/3814373	---M--	200	added ('OK')	application/pdf	etag:%223a33e5-52e205d5165c0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/15-England-Atlas_V.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/15-England-Atlas_V.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:17:01	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:47:00%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=M;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/index72c9.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=M;O=A)
17:17:44	1330888/1330888	---M--	200	added ('OK')	application/pdf	etag:%22144ec8-52e205d6fea40%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/01a-Lewin-JHU:APL.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/01a-Lewin-JHU_APL.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:17:44	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:47:43%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=S;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/index5851.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=S;O=A)
17:20:54	1172734/1172734	---M--	200	added ('OK')	application/pdf	etag:%2211e4fe-52e205d6fea40%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/01c-Scharlemann-uPPT.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/01c-Scharlemann-uPPT.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:20:55	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:50:54%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=D;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/indexad3f.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=D;O=A)
17:24:35	2807164/2807164	---M--	200	added ('OK')	application/pdf	etag:%222ad57c-52e205d6fea40%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/01b-Pranajaya-SFL.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/01b-Pranajaya-SFL.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:24:36	5637/5637	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:54:35%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Spring/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/)
17:27:15	5810420/5810420	---M--	200	added ('OK')	application/pdf	etag:%2258a8f4-52e205dcb77c0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/0a-MacGillivray-NanoSatellites.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/0a-MacGillivray-NanoSatellites.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:27:15	5637/5637	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:57:14%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Spring/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/)
17:28:12	2696837/2696837	---M--	200	added ('OK')	application/pdf	etag:%22292685-52e205d7f2c80%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/01d-Inalhan-ITU%20pSAT.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/01d-Inalhan-ITU%20pSAT.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:28:12	5637/5637	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2011:58:11%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Spring/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/)
17:31:45	1310006/1310006	---M--	200	added ('OK')	application/pdf	etag:%2213fd36-52e205d8e6ec0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/02a-Kalman-Additional%20Processors.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/02a-Kalman-Additional%20Processors.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:31:45	5637/5637	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:01:44%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Spring/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/)
17:34:20	2623357/2623357	---M--	200	added ('OK')	application/pdf	etag:%2228077d-52e205d8e6ec0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/01f-Meurer-Civil%20Academic.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/01f-Meurer-Civil%20Academic.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:34:20	4747/4747	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:04:19%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:35:42	1458952/1458952	---M--	200	added ('OK')	application/pdf	etag:%22164308-52e205d8e6ec0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/02b-Aparicio%20Pico-Cubesat-UD.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/02b-Aparicio%20Pico-Cubesat-UD.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:35:43	4747/4747	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:05:41%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:36:25	770937/770937	---M--	200	added ('OK')	application/pdf	etag:%22bc379-52e205d8e6ec0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/02c-Jayaram-BillikenSatII.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/02c-Jayaram-BillikenSatII.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:36:26	4747/4747	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:06:25%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:37:52	531180/531180	---M--	200	added ('OK')	application/pdf	etag:%2281aec-52e205d8e6ec0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/02e-Baker-Nanosat.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/02e-Baker-Nanosat.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:37:53	4747/4747	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:07:52%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/)
17:44:13	3153773/3153773	---M--	200	added ('OK')	application/pdf	etag:%22301f6d-52e205d8e6ec0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/02d-Roethlisberger-SwissCube.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/02d-Roethlisberger-SwissCube.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:44:13	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:14:12%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=N;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/indexb70a.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=N;O=D)
17:47:49	8618377/8618377	---M--	200	added ('OK')	application/pdf	etag:%22838189-52e205d7f2c80%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/01e-Voronka-Space%20Tethers.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/01e-Voronka-Space%20Tethers.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:47:49	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:17:48%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=M;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/index72c9.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=M;O=A)
17:50:20	926967/926967	---M--	200	added ('OK')	application/pdf	etag:%22e24f7-52e205dacf340%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/03b-Sakoda-ESPA-Class.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/03b-Sakoda-ESPA-Class.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
17:50:21	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2012:20:19%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=S;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/index5851.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=S;O=A)
17:52:15	2975920/2975920	---M--	200	added ('OK')	application/pdf	etag:%222d68b0-52e205d9db100%22	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/03a-Worden-Benefits.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/03a-Worden-Benefits.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/)
